row_index,student_course_id,true_any_risk,risk_probability,student_level_recourse_reduction,student_level_recourse_valid,student_level_recourse_effort,risk_decile,expected_recourse_reduction,empirical_actionability,expected_intervention_benefit,expected_intervention_benefit_norm,causal_actionable_score
2438,613280_CCC_2014B,1,0.9968776276670914,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10005755047375513,0.5149337711071935,0.7559056993871425
2439,613417_CCC_2014B,1,0.9854772782792688,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.0956112777149268,0.4920515799258774,0.7387644291025731
2440,613501_CCC_2014B,0,0.42961200912489833,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03694750258912718,0.19014573863870876,0.3098788738818036
2441,615437_CCC_2014B,0,0.11477024168488026,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009870473151913356,0.050797165617803286,0.08278370365134177
2442,617331_CCC_2014B,1,0.9914964757820907,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09619526191907628,0.49505698218773464,0.7432767289849127
2443,617925_CCC_2014B,1,0.997319084142848,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10275460329384586,0.5288138188691952,0.7630664515060216
2444,617942_CCC_2014B,1,0.6078627043733182,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.11915794621340631,0.6132315883262766,0.6105471463497973
2445,618002_CCC_2014B,1,0.9881708062307548,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.0958726045406981,0.4933964660164196,0.7407836361235872
2446,618171_CCC_2014B,1,0.9979275278718787,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10281729175032608,0.5291364372338004,0.7635319825528395
2447,618279_CCC_2014B,1,0.9808515185934793,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09516248523263561,0.48974192508967007,0.7352967218415747
2448,618590_CCC_2014B,1,0.9977875266355963,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10280286730811539,0.5290622036313536,0.763424865133475
2449,618606_CCC_2014B,1,0.9911212049835176,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09615885304255371,0.4948696084213295,0.7429954067024236
2450,618619_CCC_2014B,1,0.9975769553119817,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10278117197192148,0.5289505512749959,0.7632637532934887
2451,618679_CCC_2014B,1,0.47296302076263447,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.09271386743009058,0.4771404173264409,0.4750517190445377
2452,618824_CCC_2014B,0,0.17237367074762966,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.014824484676809508,0.07629237137233945,0.12433302105998456
2453,619447_CCC_2014B,0,0.10344881868197661,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008896807851996712,0.045786317937559474,0.07461756830976804
2454,619524_CCC_2014B,1,0.9974600223032932,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10276912426812158,0.5288885492619396,0.7631742857826165
2455,620215_CCC_2014B,1,0.9975488625791863,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10277827755461841,0.5289356555154059,0.763242259047296
2456,620266_CCC_2014B,1,0.9862643028643039,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09568763505753308,0.4924445435172686,0.7393544231907863
2457,620369_CCC_2014B,1,0.2694265126490965,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.02317122557621044,0.11924783797563722,0.19433717531236686
2458,620376_CCC_2014B,1,0.9981986602481856,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.1028452267414543,0.5292802012002316,0.7637394307242086
2459,620646_CCC_2014B,1,0.2394013965569588,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.020589004802604026,0.10595875909564549,0.17268007782630215
2460,620977_CCC_2014B,1,0.7166888408128125,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.11188208997442334,0.5757872967817216,0.6462380687972671
2461,621619_CCC_2014B,1,0.9977378715454593,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.1027977513034488,0.529035874747991,0.7633868731467252
2462,621655_CCC_2014B,1,0.9953520824122997,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09990443005345986,0.5141457558591405,0.7547489191357201
2463,621656_CCC_2014B,0,0.18030142550362852,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.015506287636577508,0.07980118572530995,0.13005130561446923
2464,621696_CCC_2014B,1,0.9977791749183038,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10280200682383221,0.5290577752557356,0.7634184750870197
2465,621807_CCC_2014B,1,0.9971068635120096,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10008055909235256,0.5150521821085247,0.7560795228102671
2466,622015_CCC_2014B,1,0.9978268986668647,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10280692384079203,0.5290830800735502,0.7634549893702074
2467,622130_CCC_2014B,1,0.9978245070884679,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.1028066774345081,0.5290818119741774,0.7634531595313226
2468,622302_CCC_2014B,0,0.12997072195129797,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011177745230139105,0.057524879197804336,0.09374780057455115
2469,622368_CCC_2014B,0,0.6544731277642574,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.12829488171453657,0.6602536934216265,0.657363410592942
2470,622753_CCC_2014B,1,0.9156095729753214,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.14293554858324353,0.7356000692476555,0.8256048211114885
2471,622804_CCC_2014B,1,0.993938881152309,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.0997625857061933,0.5134157715221026,0.7536773263372059
2472,622897_CCC_2014B,1,0.9979549474426559,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10282011681119427,0.5291509760591022,0.7635529617508791
2473,623250_CCC_2014B,0,0.37790412278282737,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03250051967448863,0.16725989272861203,0.2725820077557197
2474,623456_CCC_2014B,1,0.9939193659640511,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09976062694828769,0.5134056910175305,0.7536625284907907
2475,623707_CCC_2014B,1,0.8190337533222215,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.12785912499678515,0.6580111255305018,0.7385224394263616
2476,623738_CCC_2014B,1,0.9973562057582225,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10275842796432705,0.528833502061366,0.7630948539097943
2477,623797_CCC_2014B,0,0.6034618839373161,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.1182952633723055,0.6087918981026584,0.6061268910199873
2478,624060_CCC_2014B,1,0.0588328741300804,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005059746289855191,0.026039356605718263,0.04243611536789933
2479,624126_CCC_2014B,1,0.9918643985361549,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09623095788629116,0.4952406870548261,0.7435525427954905
2480,624445_CCC_2014B,0,0.11602513268535224,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009978396318641062,0.051352578807210766,0.0836888557462815
2481,624591_CCC_2014B,1,0.813143972951404,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.12693967306750706,0.6532792802369362,0.73321162659417
2482,624782_CCC_2014B,1,0.6923055510351062,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.10807562158056944,0.5561977793953086,0.6242516652152074
2483,625014_CCC_2014B,0,0.08782972348060306,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007553534041825356,0.03887332591021122,0.06335152469540714
2484,625108_CCC_2014B,0,0.26372739522421473,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.022681089939079448,0.11672541572177553,0.19022640547299513
2485,625423_CCC_2014B,1,0.7816942116197477,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.1220300598202966,0.6280125647107846,0.7048533881652661
2486,625476_CCC_2014B,1,0.3676240250206387,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03161641045356943,0.16270993429925812,0.2651669796599484
2487,625568_CCC_2014B,1,0.9977053183765565,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.1027943973237549,0.5290186139075664,0.7633619661420614
2488,625714_CCC_2014B,1,0.5393504408488827,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.10572764270363608,0.5441141973782126,0.5417323191135477
2489,625740_CCC_2014B,1,0.44421255882762234,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03820317942423921,0.19660792370055258,0.32041024126408746
2490,625774_CCC_2014B,1,0.9977369914951832,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10279766063114701,0.529035408114238,0.7633861998047107
2491,625793_CCC_2014B,1,0.9977657016510577,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10280061866205635,0.5290506312533613,0.7634081664522094
2492,625884_CCC_2014B,1,0.9977246972798997,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10279639394806196,0.5290288892868762,0.7633767932833879
2493,625950_CCC_2014B,1,0.9974418785679003,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10276725490418158,0.5288789288123219,0.7631604036901112
2494,626173_CCC_2014B,1,0.997070323886933,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10007689157561937,0.5150333076886225,0.7560518157877778
2495,626712_CCC_2014B,1,0.9969707548401652,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10006689773620911,0.5149818756338601,0.7559763152370127
2496,627348_CCC_2014B,0,0.38348252845627073,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.032980273856599567,0.1697288881120602,0.2766057082841655
2497,627386_CCC_2014B,1,0.7607032347663817,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.1187531644268985,0.6111484290762742,0.6859258319213279
2498,627399_CCC_2014B,0,0.43148338974870387,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.037108445111623554,0.19097400936538722,0.3112286995570456
2499,627784_CCC_2014B,1,0.2909967443252113,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.025026309172045465,0.12879479557353465,0.20989576994937298
2500,627933_CCC_2014B,1,0.36944979756078844,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03177343058853202,0.1635180189450766,0.2664839082529325
2501,627947_CCC_2014B,1,0.9713625871103266,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09424186647941812,0.48500407488144787,0.7281833309958873
2502,628022_CCC_2014B,1,0.9979094613212691,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10281543033879763,0.5291268577102822,0.7635181595157756
2503,628053_CCC_2014B,1,0.9965970985428799,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10002939350019475,0.5147888647357127,0.7556929816392963
2504,628086_CCC_2014B,0,0.10932915353495627,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009402528554841956,0.04838894679875059,0.07885905016685343
2505,628090_CCC_2014B,1,0.7835124732050166,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.12231390811637077,0.6294733547543921,0.7064929139797044
2506,628506_CCC_2014B,0,0.1818473804447797,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.01563924289149975,0.0804854234513133,0.1311664019480465
2507,628663_CCC_2014B,0,0.5333080697110801,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.10454317040444804,0.5380184576273891,0.5356632636692347
2508,628725_CCC_2014B,1,0.9976294037619994,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10278657577874784,0.5289783612964711,0.7633038825292353
2509,628803_CCC_2014B,1,0.9977014056696792,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10279399419435592,0.5290165392521239,0.7633589724609016
2510,628938_CCC_2014B,1,0.9967021563800003,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.10003993825468477,0.5148431320065906,0.7557726441932955
2511,628993_CCC_2014B,1,0.9976765117495787,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10279142935334863,0.5290033396160553,0.763339925682817
2512,629342_CCC_2014B,1,0.43389314946478896,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03731568932607321,0.19204056600585487,0.3129668577353219
2513,629696_CCC_2014B,1,0.1067096605497386,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009177246854615104,0.04722956247532883,0.07696961151253372
2514,629798_CCC_2014B,1,0.47390129709008255,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.09289779560886352,0.4780869808817147,0.4759941389858986
2515,629936_CCC_2014B,1,0.28719916322502465,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.02469970950874142,0.12711399092189965,0.20715657707346213
2516,630012_CCC_2014B,0,0.11297106288933044,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009715740132828795,0.05000085133012828,0.08148595710972936
2517,630047_CCC_2014B,0,0.5120155439145482,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.1003692449022634,0.5165378678169862,0.5142767058657671
2518,630157_CCC_2014B,0,0.1486387384016825,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.012783232440655906,0.0657873199617588,0.10721302918172065
2519,630178_CCC_2014B,0,0.8101366595657629,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.1264702022349321,0.6508632068361979,0.7304999332009804
2520,630449_CCC_2014B,1,0.2579509031395342,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.022184299924550878,0.11416874754013048,0.18605982533983234
2521,630540_CCC_2014B,1,0.9587280838292394,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09301606348159815,0.47869563181729846,0.718711857823269
2522,630573_CCC_2014B,1,0.9091073001199368,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.1419204806273656,0.7303761479346168,0.8197417240272769
2523,630888_CCC_2014B,1,0.930330427985466,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09026091506856442,0.4645166022931289,0.6974235151392975
2524,631044_CCC_2014B,0,0.04114460355699053,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.0035385192084064006,0.018210550143318596,0.029677576850154562
2525,631334_CCC_2014B,0,0.13242998249376833,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.01138924661587864,0.05861334484220188,0.0955216636679851
2526,631453_CCC_2014B,1,0.7085167624520163,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.11060634915864101,0.5692218549323484,0.6388693086921824
2527,631455_CCC_2014B,0,0.06182983966632973,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005317491393712157,0.02736580980875061,0.04459782473754017
2528,631655_CCC_2014B,1,0.33783479107318226,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.029054476021979133,0.1495252565618775,0.2436800238175299
2529,631657_CCC_2014B,1,0.9976580341274685,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10278952558878628,0.5289935421279022,0.7633257881276854
2530,631699_CCC_2014B,0,0.08014122748775127,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006892307820097929,0.0354704071869673,0.05780581733735928
2531,631770_CCC_2014B,1,0.9981138015730056,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10283648368254486,0.5292352061321539,0.7636745038525797
2532,631772_CCC_2014B,0,0.07544894021552989,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.006488761614551972,0.033393606701108074,0.054421273458318986
2533,632037_CCC_2014B,1,0.9953572760614849,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09990495134494147,0.514148438621083,0.754752857341284
2534,632074_CCC_2014B,0,0.06778098921493746,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005829302303754811,0.02999978116577675,0.0488903851903571
2535,632134_CCC_2014B,1,0.9791456639320587,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09499698274224926,0.488890187053922,0.7340179254929904
2536,632135_CCC_2014B,1,0.474731320004323,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.0930605031167586,0.4789243348867965,0.47682782744555974
2537,632242_CCC_2014B,1,0.8941466956109365,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.13958498493602844,0.7183568090836194,0.806251752347278
2538,632312_CCC_2014B,1,0.8921808858836972,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.13927810294170834,0.7167774789693808,0.8044791824265389
2539,632332_CCC_2014B,1,0.9976882521110203,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10279263897241803,0.5290095647705394,0.7633489084407798
2540,632506_CCC_2014B,1,0.4086415630805005,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03514400177196243,0.18086424541225668,0.29475290424637857
2541,632546_CCC_2014B,1,0.23794754091088144,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.02046397027352492,0.10531528440260667,0.17163141265674406
2542,632571_CCC_2014B,0,0.28210578869287317,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.02426166898678908,0.12485966971576692,0.20348272920432003
2543,632641_CCC_2014B,1,0.9936454629316097,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09973313504182614,0.5132642073313705,0.75345483513149
2544,632889_CCC_2014B,1,0.9981241109875408,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10283754586998077,0.5292406725480256,0.7636823917677833
2545,633243_CCC_2014B,1,0.960129516234589,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09315203084062296,0.4793953709634061,0.7197624435989975
2546,633256_CCC_2014B,1,0.8948061386980406,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.13968793040776303,0.7188866051832411,0.8068463719406409
2547,633341_CCC_2014B,1,0.9510356386280294,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09226974032362138,0.4748547722681492,0.7129452054480894
2548,633432_CCC_2014B,1,0.9716492814039841,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.0942696816389701,0.48514722214953737,0.7283982517767608
2549,633527_CCC_2014B,1,0.9972493138728619,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10274741480569988,0.528776824206703,0.7630130690397825
2550,633722_CCC_2014B,0,0.042354567447801764,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.00364257855274261,0.018746078650105708,0.030550323048953734
2551,634040_CCC_2014B,1,0.8459899608530165,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.13206725084524848,0.6796677231803838,0.7628288420167002
2552,634128_CCC_2014B,0,0.4117883143506835,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.035414628752198044,0.1822569935940406,0.29702265397236205
2553,634167_CCC_2014B,0,0.1053288402208107,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.00905849351068018,0.046618413122436766,0.07597362667162373
2554,634176_CCC_2014B,1,0.9965437445253263,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.1000240383069833,0.514761304898176,0.7556525247117512
2555,634217_CCC_2014B,0,0.1376985913893552,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.011842357647870767,0.06094522455871741,0.09932190797403631
2556,634279_CCC_2014B,1,0.9945460517834086,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09982352799678276,0.5137294034605676,0.754137727621988
2557,634500_CCC_2014B,0,0.1169621813470454,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.010058984400721376,0.051767315374470595,0.084364748360758
2558,634523_CCC_2014B,1,0.994192493219064,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09978804098923488,0.5135467739784804,0.7538696335987722
2559,634618_CCC_2014B,0,0.10709760407831972,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009210610783514307,0.04740126579652421,0.07724943493742197
2560,634737_CCC_2014B,1,0.9966070630578767,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.1000303936479908,0.514794011872274,0.7557005374650754
2561,634744_CCC_2014B,1,0.8111240870854485,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.12662434926263716,0.6516565053919321,0.7313902962386902
2562,634862_CCC_2014B,0,0.10358418677800943,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.008908449782325535,0.045846231687784254,0.07471520923289685
2563,635416_CCC_2014B,0,0.21700711644945683,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.018663051373278405,0.09604707869128055,0.1565270975703687
2564,856294_CCC_2014B,1,0.988992198649269,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09595229626000047,0.493806589563839,0.741399394106554
2565,917586_CCC_2014B,0,0.0847247564751773,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.007286500592956448,0.03749907139181889,0.061111913933498095
2566,992544_CCC_2014B,0,0.2021831453692564,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.01738815984735828,0.08948600760682654,0.1458345764880415
2567,1038161_CCC_2014B,0,0.21757394917242626,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.01871180013507902,0.09629795814647352,0.1569359536594499
2568,1106724_CCC_2014B,1,0.994208212316208,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09978961872988452,0.5135548936250108,0.7538815529706094
2569,1442991_CCC_2014B,0,0.36423060253643785,0.22632111461237533,0.76,0.9999999750000007,4,0.22632111461237533,0.38000000474999995,0.03132456924951091,0.16120800974625063,0.26271930614134426
2570,1534494_CCC_2014B,0,0.17196703496475307,0.22632111461237533,0.76,0.9999999750000007,2,0.22632111461237533,0.38000000474999995,0.014789513176196041,0.07611239488274016,0.12403971492374662
2571,1632487_CCC_2014B,0,0.3105523552978343,0.22632111461237533,0.76,0.9999999750000007,3,0.22632111461237533,0.38000000474999995,0.026708131308523255,0.1374500845643962,0.22400121993111527
2572,1656486_CCC_2014B,1,0.9974770119717822,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10277087472760184,0.5288975577845055,0.7631872848781438
2573,1668504_CCC_2014B,1,0.98180075164465,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09525458008542627,0.4902158798249451,0.7360083157347975
2574,1671811_CCC_2014B,0,0.5145880155598872,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.10087352067991098,0.5191330605498944,0.5168605380548907
2575,1691815_CCC_2014B,1,0.7851578752507602,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.12257077135916553,0.6307952695688651,0.7079765724098126
2576,1750405_CCC_2014B,1,0.9642097300427095,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.0935478943111899,0.4814326332067596,0.7228211816247345
2577,1876636_CCC_2014B,0,0.14570374464362215,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.01253081703519297,0.06448829539034803,0.10509602001698509
2578,1894419_CCC_2014B,1,0.9366450573111204,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.0908735621497596,0.4676695144959956,0.702157285903558
2579,1908526_CCC_2014B,1,0.9974741306983079,0.206061637931508,1.0,0.9999999750000007,9,0.206061637931508,0.50000000625,0.10277057786763241,0.5288960300314992,0.7631850803649036
2580,1924641_CCC_2014B,1,0.866100752865722,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.13520674083489395,0.6958247189499881,0.780962735907855
2581,1930146_CCC_2014B,0,0.9330894803196542,0.19404054985754032,1.0,0.9999999740571186,7,0.19404054985754032,0.5000000064857204,0.09052859908804248,0.4658942048924562,0.6994918426060552
2582,1937511_CCC_2014B,1,0.9929460429795868,0.20074188936748838,1.0,0.9999999750000007,8,0.20074188936748838,0.50000000625,0.09966293359963342,0.5129029243178018,0.7529244836486944
2583,1945240_CCC_2014B,1,0.6401249097186297,0.39205545655437324,1.0,0.9999999803508248,5,0.39205545655437324,0.5000000049122938,0.12548223309859335,0.6457787462362369,0.6429518279774333
2584,1947911_CCC_2014B,1,0.11533780424864779,0.22632111461237533,0.76,0.9999999750000007,1,0.22632111461237533,0.38000000474999995,0.009919284681500266,0.0510483680996219,0.08319308617413484
2585,2049668_CCC_2014B,0,0.7203379698136774,0.3122194246534514,1.0,0.9999999784172667,6,0.3122194246534514,0.5000000053956835,0.11245175445913894,0.5787190043839119,0.6495284870987946
2586,2056643_CCC_2014B,0,0.06725975012034484,0.22632111461237533,0.76,0.9999999750000007,0,0.22632111461237533,0.38000000474999995,0.005784474686304723,0.029769081393555368,0.048514415756950105
