student_id,dropout_risk,failure_risk,risk_segment
602948,0.12060045,0.11743264,Low-Low
647195,0.13645703,0.11490889,Low-Low
640706,0.14086536,0.16909513,Low-Low
626862,0.1536331,0.13403665,Low-Low
593220,0.23573619,0.36330387,Low-Low
570529,0.2002,0.3122905,Low-Low
548679,0.87474984,0.14091618,High dropout / Low failure
318500,0.20173444,0.36128646,Low-Low
609330,0.075085886,0.11359459,Low-Low
656134,0.07925598,0.075179756,Low-Low
532739,0.11621875,0.22883476,Low-Low
2393230,0.23907275,0.30892316,Low-Low
2353764,0.24669178,0.33387843,Low-Low
433864,0.1467711,0.20572226,Low-Low
397894,0.068139076,0.05290927,Low-Low
2590999,0.07413685,0.061902203,Low-Low
2214589,0.93264,0.088158414,High dropout / Low failure
410699,0.15388477,0.25393513,Low-Low
598294,0.11840134,0.15228227,Low-Low
442745,0.564708,0.37233806,High dropout / Low failure
531953,0.6646566,0.29948846,High dropout / Low failure
588796,0.7765255,0.19244874,High dropout / Low failure
2550279,0.17246054,0.24337474,Low-Low
472060,0.4457891,0.5887062,Low dropout / High failure
595246,0.7715436,0.3539554,High dropout / Low failure
580834,0.06477596,0.04598914,Low-Low
651963,0.78204626,0.19432795,High dropout / Low failure
616526,0.15253568,0.32674748,Low-Low
1946308,0.10850655,0.12926643,Low-Low
496224,0.64245164,0.32336518,High dropout / Low failure
643757,0.4960285,0.3573607,Low-Low
625619,0.5760179,0.36267182,High dropout / Low failure
642498,0.07241491,0.055736624,Low-Low
684882,0.06902057,0.044965856,Low-Low
680187,0.103456184,0.086071886,Low-Low
594505,0.11257289,0.1787689,Low-Low
626630,0.17290612,0.25639912,Low-Low
598642,0.3229712,0.36937866,Low-Low
631673,0.18013597,0.2716764,Low-Low
63467,0.33311754,0.46087232,Low-Low
97006,0.45402727,0.6086525,Low dropout / High failure
679278,0.14377514,0.19067444,Low-Low
555667,0.09956608,0.1284265,Low-Low
2098108,0.2214012,0.25184366,Low-Low
683550,0.1257526,0.23112832,Low-Low
527565,0.3283225,0.2776464,Low-Low
629491,0.08617173,0.06916361,Low-Low
599230,0.07454908,0.059326034,Low-Low
574101,0.56776935,0.35153553,High dropout / Low failure
620220,0.24267063,0.39458337,Low-Low
640455,0.16822574,0.37905434,Low-Low
684709,0.11582503,0.10386496,Low-Low
586047,0.19676954,0.3272267,Low-Low
627692,0.06347818,0.0484041,Low-Low
611910,0.095118865,0.08560423,Low-Low
548095,0.09554996,0.08602533,Low-Low
1954230,0.091399424,0.08449754,Low-Low
494927,0.15310948,0.14910647,Low-Low
520857,0.17690776,0.16687095,Low-Low
490769,0.45748985,0.44904,Low-Low
2128283,0.86301595,0.406737,High dropout / Low failure
656539,0.29511747,0.3723349,Low-Low
247653,0.7824242,0.19920895,High dropout / Low failure
519185,0.1630397,0.3299119,Low-Low
646459,0.42636964,0.254785,Low-Low
527958,0.47588217,0.4981677,Low-Low
523971,0.117171794,0.33917388,Low-Low
583687,0.57832384,0.46030563,High dropout / Low failure
607510,0.16606876,0.32736555,Low-Low
590365,0.08632609,0.10254165,Low-Low
564898,0.08868907,0.16364087,Low-Low
634470,0.081511885,0.22059087,Low-Low
544031,0.18875591,0.20011082,Low-Low
676040,0.09593581,0.12112906,Low-Low
584040,0.24352431,0.35289556,Low-Low
512242,0.085752994,0.15740088,Low-Low
2084711,0.12515795,0.1275242,Low-Low
575192,0.1875951,0.36747372,Low-Low
113702,0.07112677,0.05290925,Low-Low
616909,0.3013162,0.34588683,Low-Low
2584244,0.22393647,0.3187987,Low-Low
656197,0.2212984,0.3521112,Low-Low
614650,0.26591063,0.29398924,Low-Low
597152,0.16701451,0.32518885,Low-Low
229240,0.10002416,0.2227526,Low-Low
606028,0.1748688,0.31585354,Low-Low
602780,0.15572663,0.33191568,Low-Low
610423,0.09129251,0.12652141,Low-Low
236017,0.73599494,0.22869962,High dropout / Low failure
626018,0.17052394,0.23330282,Low-Low
629026,0.17416236,0.2100979,Low-Low
629654,0.17054208,0.3205241,Low-Low
695001,0.15885311,0.29445046,Low-Low
586137,0.073810376,0.08524609,Low-Low
2303413,0.08347954,0.06588724,Low-Low
691519,0.084496886,0.18884976,Low-Low
696577,0.12456215,0.2001863,Low-Low
570271,0.11733844,0.109902,Low-Low
261160,0.23176523,0.23087148,Low-Low
429417,0.08873887,0.14846835,Low-Low
631336,0.21965972,0.3960106,Low-Low
573550,0.12621866,0.12428469,Low-Low
586113,0.16122197,0.28627127,Low-Low
2658271,0.51711744,0.369125,High dropout / Low failure
583293,0.08238222,0.09083485,Low-Low
639028,0.12846749,0.11500429,Low-Low
642230,0.31229836,0.34909332,Low-Low
681495,0.30089167,0.38053218,Low-Low
522512,0.5956833,0.44605798,High dropout / Low failure
556986,0.2941768,0.3020477,Low-Low
632179,0.47957775,0.47690004,Low-Low
509768,0.08602669,0.12992017,Low-Low
323480,0.14072788,0.20720764,Low-Low
601223,0.5604335,0.2793556,High dropout / Low failure
650953,0.27004594,0.4748592,Low-Low
288967,0.08479372,0.1180473,Low-Low
342007,0.77963966,0.49533856,High dropout / Low failure
513211,0.39940777,0.4577709,Low-Low
537603,0.44638073,0.56760436,Low dropout / High failure
2369266,0.21907267,0.34257638,Low-Low
625768,0.23129025,0.367613,Low-Low
597560,0.71560097,0.42584234,High dropout / Low failure
630585,0.43766347,0.442304,Low-Low
552648,0.89156085,0.50926995,High-High
421877,0.64086026,0.40812883,High dropout / Low failure
509036,0.24031846,0.29295322,Low-Low
574873,0.068092205,0.054434735,Low-Low
580838,0.58857995,0.31898448,High dropout / Low failure
422542,0.21210808,0.38864577,Low-Low
604172,0.07158744,0.059815254,Low-Low
548813,0.59714615,0.33719364,High dropout / Low failure
369208,0.2680106,0.39287436,Low-Low
552921,0.0960641,0.18943681,Low-Low
576488,0.0782166,0.24062234,Low-Low
555953,0.559073,0.42937604,High dropout / Low failure
319492,0.24063732,0.33486643,Low-Low
518364,0.09336989,0.07984102,Low-Low
587616,0.14419775,0.26091406,Low-Low
316061,0.6654428,0.43798986,High dropout / Low failure
97567,0.19953631,0.26134992,Low-Low
649018,0.14199516,0.2958762,Low-Low
444266,0.1495236,0.30257207,Low-Low
655353,0.08814423,0.059192855,Low-Low
618845,0.09301712,0.12093853,Low-Low
578574,0.19644451,0.34277216,Low-Low
694464,0.7617101,0.2114008,High dropout / Low failure
686872,0.08207955,0.070586786,Low-Low
603726,0.21269843,0.4159229,Low-Low
557203,0.12928456,0.25936246,Low-Low
2143065,0.08377107,0.071776114,Low-Low
422341,0.5615188,0.36400607,High dropout / Low failure
610097,0.13906655,0.13918038,Low-Low
589014,0.14111966,0.18465616,Low-Low
678639,0.33139628,0.20214482,Low-Low
572143,0.263924,0.30917513,Low-Low
631681,0.25332582,0.29908663,Low-Low
651883,0.5963979,0.33681923,High dropout / Low failure
682307,0.17881162,0.32501018,Low-Low
561819,0.082545556,0.06611892,Low-Low
491077,0.50142664,0.50023705,High-High
432624,0.16823986,0.43735468,Low-Low
625213,0.16522783,0.18909281,Low-Low
680626,0.20593433,0.41080996,Low-Low
233873,0.19023861,0.37072378,Low-Low
603733,0.06482059,0.048625603,Low-Low
403085,0.19322939,0.27947184,Low-Low
609985,0.2633416,0.33030772,Low-Low
614629,0.090988226,0.120843835,Low-Low
527927,0.15546247,0.15963681,Low-Low
688763,0.1363785,0.29131168,Low-Low
591163,0.2595653,0.30403185,Low-Low
2436089,0.09235602,0.06813512,Low-Low
602718,0.38650477,0.49397713,Low-Low
2248715,0.3188134,0.44588923,Low-Low
696943,0.90967065,0.10514865,High dropout / Low failure
318769,0.14107303,0.19666092,Low-Low
2193231,0.72924745,0.2227605,High dropout / Low failure
1722493,0.06678416,0.044638064,Low-Low
567901,0.074495114,0.053362835,Low-Low
117550,0.6775136,0.26008517,High dropout / Low failure
567285,0.15012278,0.16287819,Low-Low
560443,0.6027716,0.3329756,High dropout / Low failure
177639,0.86230576,0.20860389,High dropout / Low failure
645326,0.19535685,0.31696928,Low-Low
627190,0.078769565,0.0864204,Low-Low
579178,0.82408845,0.16427767,High dropout / Low failure
308775,0.32688597,0.2745181,Low-Low
370089,0.86147094,0.5185636,High-High
564931,0.39891803,0.4042886,Low-Low
520061,0.17432588,0.13315754,Low-Low
597378,0.12908894,0.09947591,Low-Low
2520067,0.13441634,0.12276083,Low-Low
630854,0.22074783,0.33633235,Low-Low
694103,0.17823748,0.18737602,Low-Low
514040,0.69054794,0.21853629,High dropout / Low failure
179297,0.44357583,0.4453464,Low-Low
584940,0.25142327,0.2241949,Low-Low
2342426,0.2184756,0.2439993,Low-Low
1057883,0.5103278,0.4430144,High dropout / Low failure
568502,0.36686894,0.35786182,Low-Low
608238,0.10395102,0.10859594,Low-Low
632231,0.28334156,0.40161192,Low-Low
600367,0.25410613,0.35898426,Low-Low
560179,0.079735756,0.0975119,Low-Low
433939,0.82463205,0.5793624,High-High
478562,0.58663946,0.44957057,High dropout / Low failure
1742834,0.07817841,0.072206855,Low-Low
616407,0.7902498,0.60296345,High-High
2588742,0.1469594,0.42846557,Low-Low
575811,0.19101925,0.3624869,Low-Low
573252,0.3036855,0.43669623,Low-Low
601389,0.08117558,0.059000753,Low-Low
686549,0.23356259,0.40370926,Low-Low
409120,0.10301892,0.34775773,Low-Low
611012,0.12486107,0.15631862,Low-Low
554999,0.6722253,0.4049868,High dropout / Low failure
2536991,0.16629279,0.2777695,Low-Low
570759,0.10991828,0.12342972,Low-Low
620915,0.07223614,0.1537865,Low-Low
570864,0.18942848,0.32666093,Low-Low
309893,0.12360798,0.14309797,Low-Low
381529,0.20130724,0.33860603,Low-Low
604907,0.21315637,0.34990668,Low-Low
116808,0.08503152,0.04831205,Low-Low
327650,0.06985849,0.05415508,Low-Low
529795,0.1428295,0.25990304,Low-Low
1470552,0.09695571,0.27876234,Low-Low
467776,0.26160425,0.37767354,Low-Low
605759,0.8954862,0.48758617,High dropout / Low failure
617201,0.16805808,0.2505153,Low-Low
549754,0.08753609,0.12538674,Low-Low
275232,0.16368742,0.3107633,Low-Low
131390,0.14138713,0.28500402,Low-Low
412600,0.61094123,0.60097456,High-High
696361,0.07447391,0.083153635,Low-Low
365701,0.1831066,0.14231384,Low-Low
690932,0.18417372,0.36737406,Low-Low
581219,0.8841169,0.48219687,High dropout / Low failure
610802,0.82506686,0.5376841,High-High
91470,0.1548307,0.26120833,Low-Low
550867,0.09378688,0.2310978,Low-Low
178935,0.16650896,0.32721865,Low-Low
311845,0.066311315,0.0510941,Low-Low
629772,0.08244992,0.23220433,Low-Low
2398169,0.5704305,0.36435455,High dropout / Low failure
577429,0.3432134,0.117784366,Low-Low
691353,0.12657464,0.16224323,Low-Low
479347,0.5501094,0.35095206,High dropout / Low failure
602395,0.1200613,0.16908987,Low-Low
560951,0.62545264,0.3814533,High dropout / Low failure
527713,0.0757038,0.05466042,Low-Low
573639,0.07938713,0.06100479,Low-Low
561444,0.09405309,0.10677995,Low-Low
605409,0.06810254,0.050452184,Low-Low
2312783,0.09034675,0.0928467,Low-Low
540310,0.16962397,0.28618166,Low-Low
648597,0.5203049,0.41291785,High dropout / Low failure
566339,0.5003789,0.45051077,High dropout / Low failure
632895,0.14038613,0.25835356,Low-Low
1332356,0.08042044,0.094938375,Low-Low
523710,0.6429086,0.44172898,High dropout / Low failure
428787,0.13174234,0.10972816,Low-Low
369610,0.2335267,0.2564376,Low-Low
2226301,0.11630488,0.36890373,Low-Low
587409,0.2628546,0.40863398,Low-Low
624938,0.17797183,0.3234859,Low-Low
2665767,0.24761313,0.2975637,Low-Low
639234,0.12528205,0.11737709,Low-Low
2364160,0.100951776,0.069876246,Low-Low
512693,0.6302473,0.30787504,High dropout / Low failure
626723,0.19629921,0.34450176,Low-Low
654681,0.081949845,0.18243879,Low-Low
404708,0.11775423,0.12574607,Low-Low
483275,0.12197836,0.35005298,Low-Low
582416,0.071646936,0.057530746,Low-Low
539953,0.23056096,0.3635737,Low-Low
546243,0.082525514,0.095926054,Low-Low
1440467,0.08015824,0.0636745,Low-Low
651177,0.2853726,0.23127457,Low-Low
681095,0.1688472,0.32739833,Low-Low
1875728,0.096985355,0.13280971,Low-Low
588884,0.1634411,0.21546249,Low-Low
307290,0.3335196,0.5530112,Low dropout / High failure
692646,0.07366094,0.06380882,Low-Low
602061,0.46750402,0.5044145,Low dropout / High failure
544356,0.6845188,0.25030348,High dropout / Low failure
348986,0.18416643,0.32311627,Low-Low
589582,0.22920847,0.308582,Low-Low
2617002,0.4383994,0.32976705,Low-Low
85325,0.5428896,0.4273571,High dropout / Low failure
674322,0.23926407,0.44607785,Low-Low
536147,0.17515276,0.2991158,Low-Low
600509,0.66248983,0.5618034,High-High
558309,0.6637567,0.29769498,High dropout / Low failure
688667,0.26979437,0.084179625,Low-Low
631846,0.17347626,0.3383377,Low-Low
467506,0.11330202,0.094703004,Low-Low
600490,0.14495715,0.25778463,Low-Low
8462,0.8723163,0.47301602,High dropout / Low failure
1729833,0.16102019,0.3300782,Low-Low
512257,0.48573232,0.45138848,Low-Low
2646795,0.8940918,0.12139889,High dropout / Low failure
646040,0.1777328,0.2127522,Low-Low
634943,0.15349431,0.17586139,Low-Low
591648,0.24930403,0.2665779,Low-Low
625566,0.060254302,0.044473905,Low-Low
609908,0.10541325,0.09623027,Low-Low
2540746,0.5962655,0.34019524,High dropout / Low failure
630260,0.28866854,0.47251883,Low-Low
649543,0.20794015,0.40856913,Low-Low
2648317,0.33505133,0.4286031,Low-Low
626145,0.070505,0.12266756,Low-Low
343138,0.1474685,0.29252166,Low-Low
547154,0.08405121,0.061340507,Low-Low
595842,0.13535488,0.12424137,Low-Low
319578,0.13741826,0.11842977,Low-Low
572156,0.14461112,0.1872224,Low-Low
572249,0.57058316,0.4621794,High dropout / Low failure
556780,0.08540255,0.11961725,Low-Low
465843,0.5791889,0.5749481,High-High
2403701,0.106172234,0.05381211,Low-Low
650863,0.073001854,0.052632503,Low-Low
687143,0.1709152,0.32662186,Low-Low
684393,0.12828869,0.37691954,Low-Low
534958,0.097024314,0.100669816,Low-Low
601074,0.1403165,0.13869993,Low-Low
558610,0.8645,0.55811346,High-High
642843,0.16628665,0.09237931,Low-Low
322184,0.21652701,0.3735854,Low-Low
572280,0.11294425,0.18221135,Low-Low
532579,0.07879191,0.095610924,Low-Low
571779,0.091403425,0.11654623,Low-Low
681655,0.07437289,0.053928684,Low-Low
58077,0.4158441,0.4621126,Low-Low
443498,0.072250865,0.0698674,Low-Low
304465,0.120954506,0.109697185,Low-Low
2492827,0.15836354,0.18063979,Low-Low
592854,0.10929312,0.13027723,Low-Low
528713,0.8160277,0.5299472,High-High
411707,0.21695842,0.34023365,Low-Low
67505,0.25513184,0.36709416,Low-Low
694715,0.8563943,0.13717686,High dropout / Low failure
398550,0.19046985,0.33480528,Low-Low
512940,0.11276429,0.15737538,Low-Low
609480,0.57641983,0.3551555,High dropout / Low failure
653577,0.20975786,0.37569895,Low-Low
695932,0.0990004,0.20202765,Low-Low
546912,0.07423004,0.06574833,Low-Low
2610745,0.14088036,0.2768209,Low-Low
428116,0.13262045,0.3987687,Low-Low
584843,0.66910154,0.36728027,High dropout / Low failure
422626,0.4204661,0.3400042,Low-Low
678105,0.118467435,0.20146322,Low-Low
516010,0.3655943,0.44722998,Low-Low
683713,0.13294272,0.12652272,Low-Low
535463,0.13631192,0.2811033,Low-Low
468672,0.4762483,0.520896,Low dropout / High failure
654891,0.07285383,0.063668564,Low-Low
606856,0.08917938,0.27267918,Low-Low
2194100,0.19447777,0.33047178,Low-Low
606458,0.19979154,0.4081823,Low-Low
234004,0.5848616,0.34462437,High dropout / Low failure
365084,0.18355313,0.32005158,Low-Low
2095576,0.080717,0.07503492,Low-Low
337615,0.34357283,0.49179822,Low-Low
642066,0.37386775,0.4395772,Low-Low
633514,0.16339475,0.3282274,Low-Low
542279,0.08404004,0.085157275,Low-Low
656057,0.071965545,0.05664947,Low-Low
650434,0.078591794,0.0835513,Low-Low
1391717,0.09099306,0.10098141,Low-Low
614984,0.19632141,0.29791963,Low-Low
650960,0.19301564,0.3801375,Low-Low
554592,0.06038897,0.04467273,Low-Low
611206,0.3129126,0.4022853,Low-Low
516214,0.85157335,0.13832127,High dropout / Low failure
446439,0.3992651,0.40630534,Low-Low
509034,0.08123411,0.20159504,Low-Low
654464,0.5383625,0.47405103,High dropout / Low failure
445065,0.07439238,0.081241906,Low-Low
680354,0.0920662,0.25960273,Low-Low
328261,0.13122945,0.34050047,Low-Low
554336,0.08556321,0.12957904,Low-Low
607061,0.19849432,0.27253774,Low-Low
675537,0.12419532,0.16637431,Low-Low
615078,0.17057045,0.32578158,Low-Low
2242290,0.17583568,0.23879373,Low-Low
517551,0.28363776,0.45751354,Low-Low
514648,0.07164729,0.14827149,Low-Low
502642,0.57456386,0.36109066,High dropout / Low failure
571802,0.1973845,0.36901486,Low-Low
82535,0.1429999,0.20165233,Low-Low
570061,0.09532546,0.0559754,Low-Low
631853,0.08494334,0.078282736,Low-Low
599000,0.18526472,0.32282883,Low-Low
596938,0.09084682,0.11292658,Low-Low
694339,0.26539424,0.4114426,Low-Low
676373,0.24819477,0.37725154,Low-Low
336037,0.13753974,0.17779887,Low-Low
519540,0.21852297,0.36040097,Low-Low
1882021,0.0714872,0.13119955,Low-Low
426547,0.08113707,0.18386957,Low-Low
625651,0.075923935,0.12123227,Low-Low
1397617,0.077469304,0.054485966,Low-Low
2057105,0.10183963,0.14437115,Low-Low
442143,0.7140739,0.24605404,High dropout / Low failure
558024,0.12110936,0.1955262,Low-Low
602669,0.06726446,0.04935522,Low-Low
2694933,0.1205966,0.25799143,Low-Low
145640,0.07952945,0.079267554,Low-Low
548301,0.13583742,0.23542917,Low-Low
524171,0.69676495,0.2663673,High dropout / Low failure
87431,0.4141644,0.31868002,Low-Low
257110,0.6842363,0.44456136,High dropout / Low failure
2532652,0.74288696,0.21281454,High dropout / Low failure
2641486,0.52708846,0.5155533,High-High
609837,0.16385381,0.32787213,Low-Low
654947,0.17835402,0.28794965,Low-Low
486099,0.19381642,0.24706098,Low-Low
2575994,0.4356479,0.5032035,Low dropout / High failure
540298,0.21917386,0.36697397,Low-Low
2602264,0.19359897,0.27974266,Low-Low
128723,0.76731586,0.20332538,High dropout / Low failure
469959,0.10755151,0.27662417,Low-Low
629386,0.13929902,0.20075056,Low-Low
632258,0.16909145,0.16536286,Low-Low
546811,0.5362218,0.50181717,High-High
622604,0.100090794,0.165581,Low-Low
523833,0.06278959,0.045277037,Low-Low
255902,0.107489735,0.3061012,Low-Low
596490,0.11209672,0.09314296,Low-Low
2539092,0.44494492,0.4584102,Low-Low
687698,0.2743671,0.41899306,Low-Low
546221,0.11060205,0.1989994,Low-Low
136054,0.16506615,0.24203685,Low-Low
227416,0.11489651,0.3168999,Low-Low
472120,0.21283498,0.4223747,Low-Low
579112,0.24594675,0.43049243,Low-Low
585471,0.07182726,0.05492484,Low-Low
569595,0.11641301,0.35676706,Low-Low
651245,0.08374996,0.081512436,Low-Low
58640,0.23335616,0.28021306,Low-Low
651148,0.18016565,0.21251737,Low-Low
426736,0.16660048,0.32749918,Low-Low
679402,0.13409856,0.119339086,Low-Low
532968,0.10643076,0.085189685,Low-Low
586729,0.21870863,0.29669675,Low-Low
653352,0.23752539,0.3688245,Low-Low
695916,0.15005605,0.22772244,Low-Low
2336922,0.9031679,0.45716497,High dropout / Low failure
354992,0.6308396,0.28778636,High dropout / Low failure
313756,0.07423168,0.06505571,Low-Low
583202,0.08003325,0.06353642,Low-Low
683347,0.7854842,0.18822916,High dropout / Low failure
617348,0.12645118,0.14005621,Low-Low
539896,0.07536487,0.06993804,Low-Low
2399380,0.45116547,0.3453091,Low-Low
546439,0.06942106,0.05634034,Low-Low
602891,0.9044338,0.1056752,High dropout / Low failure
468623,0.5350802,0.49627507,High dropout / Low failure
632487,0.56677884,0.37144196,High dropout / Low failure
547757,0.08350903,0.1061369,Low-Low
594872,0.21313915,0.4099911,Low-Low
551169,0.08379389,0.11229708,Low-Low
602072,0.116037175,0.35532823,Low-Low
408975,0.08031063,0.19677106,Low-Low
624957,0.61548406,0.4827035,High dropout / Low failure
595232,0.2677788,0.24753147,Low-Low
635921,0.30594006,0.2839722,Low-Low
134336,0.2139314,0.41508618,Low-Low
606463,0.17383482,0.32481694,Low-Low
598362,0.9046534,0.10351964,High dropout / Low failure
627569,0.20684251,0.3340541,Low-Low
31600,0.2988473,0.4460102,Low-Low
557811,0.21805507,0.32267785,Low-Low
476041,0.18627897,0.36435354,Low-Low
2688166,0.22817416,0.29013065,Low-Low
481150,0.0968513,0.12883419,Low-Low
398040,0.06227737,0.04675382,Low-Low
609655,0.22145827,0.42026666,Low-Low
575927,0.18750036,0.23022442,Low-Low
626749,0.13536249,0.32942766,Low-Low
684632,0.10449982,0.16641816,Low-Low
416654,0.07747581,0.07727402,Low-Low
641547,0.11291557,0.140309,Low-Low
604154,0.14920214,0.24560039,Low-Low
581806,0.07859658,0.23125325,Low-Low
655919,0.32521147,0.3189043,Low-Low
583730,0.20695667,0.2794194,Low-Low
2525633,0.66724145,0.37022388,High dropout / Low failure
2529306,0.13401634,0.3993565,Low-Low
1891323,0.18912199,0.18053545,Low-Low
539232,0.31648725,0.40923497,Low-Low
700079,0.10810205,0.09537149,Low-Low
2643240,0.12553354,0.35355255,Low-Low
581877,0.107465036,0.1648957,Low-Low
2391303,0.7549574,0.19481374,High dropout / Low failure
594800,0.06398345,0.044915184,Low-Low
415307,0.18364681,0.32021874,Low-Low
678090,0.64155066,0.3273061,High dropout / Low failure
688192,0.12943485,0.12169112,Low-Low
495276,0.07694052,0.08999809,Low-Low
561618,0.17281555,0.20016305,Low-Low
239459,0.072497696,0.059756342,Low-Low
648498,0.104048826,0.34148407,Low-Low
644508,0.06698015,0.05051703,Low-Low
557060,0.4869157,0.5223354,Low dropout / High failure
514302,0.1031437,0.12575531,Low-Low
276388,0.17139299,0.21932946,Low-Low
1253440,0.25678858,0.36782023,Low-Low
996047,0.10259616,0.09818337,Low-Low
1895288,0.0760881,0.065476485,Low-Low
420333,0.09426165,0.15567651,Low-Low
689754,0.17544818,0.3254885,Low-Low
2652066,0.37162772,0.4652207,Low-Low
331622,0.8008038,0.17534763,High dropout / Low failure
618579,0.09448495,0.20805512,Low-Low
2028474,0.18213288,0.1589252,Low-Low
569944,0.07519238,0.058051784,Low-Low
2248072,0.15913326,0.3303799,Low-Low
626772,0.1488669,0.24906926,Low-Low
556057,0.19218034,0.33746734,Low-Low
400252,0.34366944,0.42204657,Low-Low
696039,0.21924275,0.36052638,Low-Low
434159,0.20395641,0.47424716,Low-Low
579362,0.16441531,0.28623945,Low-Low
390890,0.88600147,0.5229314,High-High
587375,0.11923799,0.19141059,Low-Low
651915,0.6483889,0.31601277,High dropout / Low failure
643705,0.06825643,0.049880058,Low-Low
298186,0.115363374,0.2575859,Low-Low
161781,0.28792864,0.38684562,Low-Low
654563,0.07310715,0.05654156,Low-Low
544408,0.60556906,0.30326733,High dropout / Low failure
635774,0.098000385,0.28177,Low-Low
1678445,0.076759815,0.10207919,Low-Low
364790,0.06969288,0.051722553,Low-Low
175804,0.21233636,0.24733238,Low-Low
475149,0.7656503,0.60788256,High-High
602739,0.20214856,0.37451002,Low-Low
26023,0.075388834,0.17914265,Low-Low
558629,0.26689178,0.3319586,Low-Low
680266,0.0802091,0.05888408,Low-Low
2553749,0.16473794,0.31820965,Low-Low
367646,0.11949587,0.13727024,Low-Low
579257,0.19240175,0.30564275,Low-Low
533689,0.2355702,0.40603924,Low-Low
695256,0.17036082,0.3003171,Low-Low
581616,0.13666433,0.116730854,Low-Low
631680,0.06268373,0.04233278,Low-Low
557220,0.17500138,0.2064843,Low-Low
575764,0.103528336,0.11049819,Low-Low
572003,0.08624203,0.063548125,Low-Low
2067799,0.13314138,0.24012634,Low-Low
640289,0.22364059,0.30800152,Low-Low
587594,0.10457478,0.14543186,Low-Low
614732,0.27287975,0.42430013,Low-Low
618673,0.12634131,0.32536727,Low-Low
361411,0.14348926,0.28456733,Low-Low
347210,0.7089032,0.2460795,High dropout / Low failure
255747,0.33916333,0.4841318,Low-Low
695638,0.21881938,0.36660808,Low-Low
43430,0.061499562,0.046320517,Low-Low
423386,0.09617276,0.16706426,Low-Low
509839,0.085196,0.0707567,Low-Low
539440,0.06286193,0.044233732,Low-Low
271974,0.12437768,0.1440902,Low-Low
687769,0.27481744,0.2675124,Low-Low
606101,0.5906529,0.3298928,High dropout / Low failure
485180,0.12649107,0.14300574,Low-Low
560554,0.38993904,0.53211635,Low dropout / High failure
684270,0.3241378,0.3832449,Low-Low
2548055,0.06836362,0.049225505,Low-Low
2572441,0.10815031,0.07846516,Low-Low
482556,0.87656116,0.14568342,High dropout / Low failure
2034802,0.09319744,0.08165571,Low-Low
587362,0.15149626,0.2307662,Low-Low
502088,0.21326153,0.25205505,Low-Low
367045,0.80762315,0.2576338,High dropout / Low failure
555148,0.6246779,0.29992068,High dropout / Low failure
602471,0.10063918,0.106436476,Low-Low
351170,0.36951277,0.4338457,Low-Low
583186,0.24510251,0.33409148,Low-Low
633646,0.11940962,0.33510947,Low-Low
587585,0.60077566,0.3390596,High dropout / Low failure
580540,0.184017,0.23027645,Low-Low
97939,0.16395813,0.31250855,Low-Low
622302,0.107409336,0.09034608,Low-Low
340242,0.16380492,0.32895085,Low-Low
554587,0.7039196,0.24294658,High dropout / Low failure
527225,0.093571946,0.08530009,Low-Low
584446,0.1654918,0.2729953,Low-Low
555884,0.14742012,0.16041718,Low-Low
535760,0.08124395,0.21196494,Low-Low
2286312,0.1844986,0.35109094,Low-Low
296993,0.09769869,0.2947886,Low-Low
119729,0.5446153,0.35796994,High dropout / Low failure
606422,0.13347487,0.15205662,Low-Low
551487,0.10009496,0.12445315,Low-Low
632316,0.10266201,0.12396877,Low-Low
279085,0.102779575,0.0921904,Low-Low
674484,0.074529655,0.05546983,Low-Low
532648,0.35591194,0.461002,Low-Low
603694,0.15515813,0.2911695,Low-Low
587323,0.109126724,0.1638933,Low-Low
465727,0.4175292,0.5126202,Low dropout / High failure
417263,0.09111371,0.16576432,Low-Low
603503,0.14434955,0.34851292,Low-Low
133419,0.20999794,0.17763951,Low-Low
549951,0.3646012,0.3257356,Low-Low
618590,0.844956,0.55525327,High-High
586811,0.46345776,0.51506895,Low dropout / High failure
379199,0.91180956,0.11615603,High dropout / Low failure
596931,0.15182632,0.29396573,Low-Low
444574,0.10448872,0.10682369,Low-Low
492900,0.25961882,0.3658024,Low-Low
533164,0.13954338,0.4382555,Low-Low
558807,0.16776049,0.115979485,Low-Low
624406,0.071770675,0.064245544,Low-Low
494095,0.3761825,0.39305824,Low-Low
500772,0.30217844,0.3166924,Low-Low
606757,0.15284435,0.27002284,Low-Low
657327,0.163696,0.35758597,Low-Low
632093,0.25967312,0.34931797,Low-Low
679569,0.0867187,0.26135418,Low-Low
928248,0.607322,0.36178398,High dropout / Low failure
495618,0.08951743,0.072678715,Low-Low
602713,0.066356644,0.04695611,Low-Low
652890,0.18619607,0.21919197,Low-Low
311599,0.09851015,0.14252818,Low-Low
651281,0.12311204,0.35780147,Low-Low
636653,0.8541286,0.14600562,High dropout / Low failure
383694,0.12259284,0.17319272,Low-Low
2259662,0.10298684,0.12949197,Low-Low
1889752,0.18361829,0.17178527,Low-Low
552898,0.3220232,0.2537831,Low-Low
683576,0.15796813,0.27541026,Low-Low
525877,0.2897512,0.53558964,Low dropout / High failure
150398,0.22793101,0.35195646,Low-Low
144923,0.42562148,0.55235696,Low dropout / High failure
514000,0.24836081,0.36333913,Low-Low
700820,0.4867616,0.23177242,Low-Low
625713,0.3441282,0.33817673,Low-Low
623955,0.25465015,0.35996515,Low-Low
2682834,0.18910661,0.30458227,Low-Low
